reportingPeriod,state,legalAgencyName,projectType,projectStartDate,projectEndDate,empgTotalFunding
2014 BSIR (December 15),Colorado,Douglas County,Develop / enhance homeland security / emergency management organization and structure,2014-01-01T00:00:00+00:00,2014-12-01T00:00:00+00:00,50000
2014 BSIR (December 15),Colorado,"Greeley, City of",Develop / enhance homeland security / emergency management organization and structure,2014-01-01T00:00:00+00:00,2014-12-01T00:00:00+00:00,30000
2014 BSIR (December 15),California,OA-Kern County,"Develop/enhance plans, procedures, and protocols",2014-07-01T00:00:00+00:00,2015-06-01T00:00:00+00:00,180873
2014 BSIR (December 15),California,OA-Alpine County,Develop/enhance interoperable communications systems,2015-04-01T00:00:00+00:00,2015-06-01T00:00:00+00:00,21873
2014 BSIR (December 15),Colorado,Kiowa County,Develop / enhance homeland security / emergency management organization and structure,2014-01-01T00:00:00+00:00,2014-12-01T00:00:00+00:00,1622.5
2014 BSIR (December 15),California,OA-Butte County,Enhance capabilities to respond to all-hazards events,2014-09-01T00:00:00+00:00,2015-06-01T00:00:00+00:00,1683
2014 BSIR (December 15),Colorado,Larimer County,Develop / enhance homeland security / emergency management organization and structure,2014-01-01T00:00:00+00:00,2014-12-01T00:00:00+00:00,104125
2014 BSIR (December 15),California,OA-Contra Costa County,"Develop/enhance plans, procedures, and protocols",2014-07-01T00:00:00+00:00,2015-06-01T00:00:00+00:00,207123
2014 BSIR (December 15),Colorado,"Loveland, City of",Develop / enhance homeland security / emergency management organization and structure,2014-01-01T00:00:00+00:00,2014-12-01T00:00:00+00:00,44640
2014 BSIR (December 15),California,OA-El Dorado County,Enhance capabilities to recover from all-hazards events,2014-07-01T00:00:00+00:00,2015-06-01T00:00:00+00:00,163553
2014 BSIR (December 15),Colorado,Montrose County,Develop / enhance homeland security / emergency management organization and structure,2014-01-01T00:00:00+00:00,2014-12-01T00:00:00+00:00,6000
2014 BSIR (December 15),California,OA-Kern County,Develop / enhance homeland security / emergency management organization and structure,2014-07-01T00:00:00+00:00,2015-06-01T00:00:00+00:00,8743
2014 BSIR (December 15),Colorado,"Parker, Town of",Develop / enhance homeland security / emergency management organization and structure,2014-01-01T00:00:00+00:00,2014-12-01T00:00:00+00:00,38000
2014 BSIR (December 15),California,OA-Kings County,Enhance capabilities to respond to all-hazards events,2015-04-01T00:00:00+00:00,2015-06-01T00:00:00+00:00,8000
2014 BSIR (December 15),Colorado,Red Rocks Community College,Develop / enhance homeland security / emergency management organization and structure,2014-01-01T00:00:00+00:00,2014-12-01T00:00:00+00:00,4680
2014 BSIR (December 15),California,OA-Kings County,Establish/enhance sustainable homeland security training program,2014-07-01T00:00:00+00:00,2015-06-01T00:00:00+00:00,34918
2014 BSIR (December 15),Colorado,San Juan County,Develop / enhance homeland security / emergency management organization and structure,2014-01-01T00:00:00+00:00,2014-12-01T00:00:00+00:00,2850
2014 BSIR (December 15),California,OA-Marin County,Enhance capabilities to respond to all-hazards events,2014-09-01T00:00:00+00:00,2015-06-01T00:00:00+00:00,178722
2014 BSIR (December 15),Colorado,Ute Mountain Ute Tribe,Develop / enhance homeland security / emergency management organization and structure,2014-01-01T00:00:00+00:00,2014-12-01T00:00:00+00:00,17800.35
2014 BSIR (December 15),California,OA-Mono County ,Administer and manage the Homeland Security Grant Program,2014-07-01T00:00:00+00:00,2015-06-01T00:00:00+00:00,128065
2014 BSIR (December 15),Connecticut,Department of Emergency Services and Public Protection - state admin local,Establish/enhance public-private emergency preparedness program,2014-09-01T00:00:00+00:00,2016-08-01T00:00:00+00:00,1757980.26
2014 BSIR (December 15),California,OA-Plumas County,Develop / enhance homeland security / emergency management organization and structure,2014-07-01T00:00:00+00:00,2015-06-01T00:00:00+00:00,111453
2014 BSIR (December 15),Florida,City of Cooper City,Establish/enhance Citizen Corps Councils,2015-01-01T00:00:00+00:00,2015-09-01T00:00:00+00:00,5459
2014 BSIR (December 15),California,OA-San Bernardino County,"Develop/enhance plans, procedures, and protocols",2014-07-01T00:00:00+00:00,2015-06-01T00:00:00+00:00,216237
2014 BSIR (December 15),Florida,County of Alachua,Establish/enhance Citizen Corps Councils,2015-03-01T00:00:00+00:00,2015-09-01T00:00:00+00:00,10969
2014 BSIR (December 15),California,OA-San Bernardino County,Enhance capabilities to respond to all-hazards events,2014-07-01T00:00:00+00:00,2015-06-01T00:00:00+00:00,12880
2014 BSIR (December 15),Florida,County of Brevard,Establish/enhance Citizen Corps Councils,2015-01-01T00:00:00+00:00,2015-09-01T00:00:00+00:00,5408
2014 BSIR (December 15),California,OA-San Diego County,Enhance capabilities to respond to all-hazards events,2014-07-01T00:00:00+00:00,2015-06-01T00:00:00+00:00,100981
2014 BSIR (December 15),Florida,County of Clay,"Develop/enhance plans, procedures, and protocols",2014-07-01T00:00:00+00:00,2015-06-01T00:00:00+00:00,69990.98
2014 BSIR (December 15),California,OA-San Joaquin County,Adopt and implement NIMS to include integration of core concepts into plans and procedures,2014-07-01T00:00:00+00:00,2015-06-01T00:00:00+00:00,1027
2014 BSIR (December 15),Florida,County of Duval,"Develop/enhance plans, procedures, and protocols",2014-07-01T00:00:00+00:00,2015-06-01T00:00:00+00:00,158246.43
2014 BSIR (December 15),California,OA-San Mateo County (and SF UA4),Develop / enhance homeland security / emergency management organization and structure,2015-05-01T00:00:00+00:00,2015-06-01T00:00:00+00:00,2938
2014 BSIR (December 15),Florida,County of Franklin,"Develop/enhance plans, procedures, and protocols",2014-07-01T00:00:00+00:00,2015-06-01T00:00:00+00:00,53480.99
2014 BSIR (December 15),California,OA-Santa Clara County ,Enhance capabilities to respond to all-hazards events,2014-07-01T00:00:00+00:00,2015-06-01T00:00:00+00:00,512297
2014 BSIR (December 15),Florida,County of Gulf,"Develop/enhance plans, procedures, and protocols",2014-07-01T00:00:00+00:00,2015-06-01T00:00:00+00:00,54702
2014 BSIR (December 15),California,OA-Siskiyou County ,Develop / enhance homeland security / emergency management organization and structure,2014-07-01T00:00:00+00:00,2015-06-01T00:00:00+00:00,93976
2014 BSIR (December 15),Florida,County of Hernando,Establish/enhance Citizen Corps Councils,2015-02-01T00:00:00+00:00,2015-09-01T00:00:00+00:00,10981
2014 BSIR (December 15),California,OA-Solano County ,Establish/enhance emergency operations center,2014-07-01T00:00:00+00:00,2015-06-01T00:00:00+00:00,1766
2014 BSIR (December 15),Florida,County of Indian River,"Develop/enhance plans, procedures, and protocols",2014-07-01T00:00:00+00:00,2015-06-01T00:00:00+00:00,75464.16
2014 BSIR (December 15),California,OA-Tehama County,"Develop/enhance plans, procedures, and protocols",2014-07-01T00:00:00+00:00,2015-06-01T00:00:00+00:00,138488
2014 BSIR (December 15),Florida,County of Lake,"Develop/enhance plans, procedures, and protocols",2014-07-01T00:00:00+00:00,2015-06-01T00:00:00+00:00,88397
2014 BSIR (December 15),California,OA-Tulare County ,Establish/enhance public-private emergency preparedness program,2014-07-01T00:00:00+00:00,2015-06-01T00:00:00+00:00,6837
2014 BSIR (December 15),California,OA-Tuolumne County,Enhance capabilities to respond to all-hazards events,2014-07-01T00:00:00+00:00,2015-06-01T00:00:00+00:00,19497
2014 BSIR (December 15),California,OA-Kings County,Establish/enhance emergency operations center,2014-07-01T00:00:00+00:00,2015-06-01T00:00:00+00:00,483
2014 BSIR (December 15),California,OA-Ventura County ,Enhance capabilities to respond to all-hazards events,2014-07-01T00:00:00+00:00,2016-06-01T00:00:00+00:00,8872
2014 BSIR (December 15),California,OA-Madera County,Establish/enhance public-private emergency preparedness program,2014-07-01T00:00:00+00:00,2015-06-01T00:00:00+00:00,157298
2014 BSIR (December 15),California,OA-Yolo County ,Develop / enhance homeland security / emergency management organization and structure,2014-09-01T00:00:00+00:00,2015-06-01T00:00:00+00:00,168569
2014 BSIR (December 15),California,OA-Modoc County,Develop / enhance homeland security / emergency management organization and structure,2014-01-01T00:00:00+00:00,2015-06-01T00:00:00+00:00,410210
2014 BSIR (December 15),Colorado,Arapahoe County,Develop / enhance homeland security / emergency management organization and structure,2014-01-01T00:00:00+00:00,2014-12-01T00:00:00+00:00,89234.99
2014 BSIR (December 15),California,OA-Placer County,Develop / enhance homeland security / emergency management organization and structure,2014-07-01T00:00:00+00:00,2015-06-01T00:00:00+00:00,200603
2014 BSIR (December 15),Colorado,Bent County,Develop / enhance homeland security / emergency management organization and structure,2014-01-01T00:00:00+00:00,2014-12-01T00:00:00+00:00,12400
2014 BSIR (December 15),California,OA-San Bernardino County,Develop / enhance homeland security / emergency management organization and structure,2014-07-01T00:00:00+00:00,2015-06-01T00:00:00+00:00,50742
2014 BSIR (December 15),Colorado,Chaffee County,Develop / enhance homeland security / emergency management organization and structure,2014-01-01T00:00:00+00:00,2014-12-01T00:00:00+00:00,33000
2014 BSIR (December 15),Colorado,"Englewood, City of",Develop / enhance homeland security / emergency management organization and structure,2014-01-01T00:00:00+00:00,2014-12-01T00:00:00+00:00,28500
2014 BSIR (December 15),California,OA-San Bernardino County,Enhance capabilities to respond to all-hazards events,2014-11-01T00:00:00+00:00,2015-05-01T00:00:00+00:00,152063
2014 BSIR (December 15),Colorado,Grand County,Develop / enhance homeland security / emergency management organization and structure,2014-01-01T00:00:00+00:00,2014-12-01T00:00:00+00:00,73000
2014 BSIR (December 15),California,OA-San Diego County,Develop/enhance interoperable communications systems,2014-07-01T00:00:00+00:00,2015-06-01T00:00:00+00:00,261015
2014 BSIR (December 15),California,OA-San Joaquin County,Administer and manage the Homeland Security Grant Program,2014-07-01T00:00:00+00:00,2015-06-01T00:00:00+00:00,7554
2014 BSIR (December 15),Colorado,Jefferson County,Develop / enhance homeland security / emergency management organization and structure,2014-01-01T00:00:00+00:00,2014-12-01T00:00:00+00:00,117778
2014 BSIR (December 15),California,OA-San Luis Obispo County,Enhance capabilities to respond to all-hazards events,2014-07-01T00:00:00+00:00,2015-06-01T00:00:00+00:00,78044
2014 BSIR (December 15),Colorado,Lakewood City of,Develop / enhance homeland security / emergency management organization and structure,2014-01-01T00:00:00+00:00,2014-12-01T00:00:00+00:00,14690
2014 BSIR (December 15),California,OA-Santa Barbara County ,Develop / enhance homeland security / emergency management organization and structure,2014-07-01T00:00:00+00:00,2015-06-01T00:00:00+00:00,215776
2014 BSIR (December 15),Colorado,"Longmont, City of",Develop / enhance homeland security / emergency management organization and structure,2014-01-01T00:00:00+00:00,2014-12-01T00:00:00+00:00,71000
2014 BSIR (December 15),California,OA-Sierra County,Establish/Enhance emergency plans and procedures to reflect the National Response Plan,2014-07-01T00:00:00+00:00,2015-06-01T00:00:00+00:00,125670
2014 BSIR (December 15),Colorado,Montezuma County,Develop / enhance homeland security / emergency management organization and structure,2014-01-01T00:00:00+00:00,2014-12-01T00:00:00+00:00,29878.2
2014 BSIR (December 15),California,OA-Solano County ,"Establish / enhance citizen awareness of emergency preparedness, prevention, and response measures",2014-07-01T00:00:00+00:00,2015-06-01T00:00:00+00:00,2758
2014 BSIR (December 15),California,OA-Sutter County ,Enhance capabilities to respond to all-hazards events,2014-07-01T00:00:00+00:00,2015-06-01T00:00:00+00:00,145272
2014 BSIR (December 15),California,OA-Tulare County ,Establish/enhance emergency operations center,2014-07-01T00:00:00+00:00,2015-06-01T00:00:00+00:00,28806
2014 BSIR (December 15),California,OA-Tuolumne County,Develop / enhance homeland security / emergency management organization and structure,2014-07-01T00:00:00+00:00,2015-06-01T00:00:00+00:00,100000
2014 BSIR (December 15),California,OA-Ventura County ,"Develop/enhance plans, procedures, and protocols",2014-07-01T00:00:00+00:00,2015-06-01T00:00:00+00:00,104940
2014 BSIR (December 15),California,OA-Ventura County ,"Establish / enhance citizen awareness of emergency preparedness, prevention, and response measures",2014-07-01T00:00:00+00:00,2015-06-01T00:00:00+00:00,23295
2014 BSIR (December 15),Colorado,Alamosa County,Develop / enhance homeland security / emergency management organization and structure,2014-01-01T00:00:00+00:00,2014-12-01T00:00:00+00:00,13081.09
2014 BSIR (December 15),Colorado,Baca County,Develop / enhance homeland security / emergency management organization and structure,2014-01-01T00:00:00+00:00,2014-12-01T00:00:00+00:00,17586.92
2014 BSIR (December 15),Colorado,"Broomfield, City and County",Develop / enhance homeland security / emergency management organization and structure,2014-01-01T00:00:00+00:00,2014-12-01T00:00:00+00:00,61000
2014 BSIR (December 15),Colorado,"Colorado Springs, City of ",Develop / enhance homeland security / emergency management organization and structure,2014-01-01T00:00:00+00:00,2014-12-01T00:00:00+00:00,112000
2014 BSIR (December 15),Colorado,Delta County,Develop / enhance homeland security / emergency management organization and structure,2014-01-01T00:00:00+00:00,2014-12-01T00:00:00+00:00,20000
2014 BSIR (December 15),Colorado,Eagle County,Develop / enhance homeland security / emergency management organization and structure,2014-01-01T00:00:00+00:00,2014-12-01T00:00:00+00:00,62817.93
2014 BSIR (December 15),Colorado,Fremont County,Develop / enhance homeland security / emergency management organization and structure,2014-01-01T00:00:00+00:00,2014-12-01T00:00:00+00:00,25000
2014 BSIR (December 15),Colorado,Gunnison County,Develop / enhance homeland security / emergency management organization and structure,2014-01-01T00:00:00+00:00,2014-12-01T00:00:00+00:00,61680
2014 BSIR (December 15),Colorado,Kit Carson County,Develop / enhance homeland security / emergency management organization and structure,2014-01-01T00:00:00+00:00,2014-12-01T00:00:00+00:00,4480
